id,business_name,street,area,postal_address ,city,country,call,category,address,place,postal_address
8131,Botswana Telecommunication Corporation,,,,Kanye,Botswana,+267 544 1452,,,near Total Filling Station,P.O.Box 480
8132,B T C (botswana Telecommunications),,,,Bobonong,Botswana,+267 261 9102,,,Mosweu.,P.O.Box 1235
8133,Chillrite Refrigeration,,,,Francistown,Botswana,+267 241 0652,,,,P.O.Box 10436
8134,Elsat Botswana,,,,Gaborone,Botswana,+267 390 8807,,Plot 41 Unit8 Commerce Pk,,
8135,Exact Exhaust Fitment Centre,,,,Francistown,Botswana,+267 241 0417,,Plot 6181 Makgodikgadi Rd Light Ind,,P.O.Box 11781
8136,F A R M,,,,Gaborone,Botswana,+267 316 1655,,,,
8137,G M C Technologies Ltd,,,,Gaborone,Botswana,+267 397 5401,,,,
8138,Kalahari Refrigeration And Airconditioning,,,,Gaborone,Botswana,+267 390 7380,,"Plot 10203, Bodungwe Rd, Broadhurst Ind Est",,P.O.Box 2238
8139,Kenaswana (pty) Ltd,,,,Gaborone,Botswana,+267 316 2501,,,,
8140,Make Air,,,,Gaborone,Botswana,+267 392 6912,,Plot 21345 Sebele Station Rd,,
8141,Management Info Systems Office,,Village,,Gaborone,Botswana,+267 391 4380,,,near Police College,
8142,Mr Exhaust Gaborone (pty) Ltd,"Lobatse Rd, Industrial Sites",,,Gaborone,Botswana,+267 395 1806,,,,P.O.Box 1906
8143,Proguard Security,,,,Gaborone,Botswana,+267 3932281,,,,
8144,Radio Active Botswana,,,,Gaborone,Botswana,+267 393 8937,,,,
8145,Voice & Data Systems (pty) Ltd,,,,Francistown,Botswana,+267 244 0199,,Plot 23018 Phase4,,P.O. Box: 81521
8146,Xhaust Clinic,,,,Francistown,Botswana,+267 241 0436,,,,
8147,Botswana Telecommunications Corporation,,,,Mahalapye,Botswana,+267 471 1101,,,,P.O.Box 120
8148,Botswana Telecommunications Corporation,,,,Kasane,Botswana,+267 625 0250,,,,P.O.Box 119
8149,Botswana Telecommunications - Sales Department,,,,Gaborone,Botswana,+267 390 1848,,,,P.O.Box 700
8150,Cellutronics,,,,Mahalapye,Botswana,+267 471 3985,,,,
8151,Cool Care Electrical (pty) Ltd,,,,Gaborone,Botswana,+267 392 3672,,,,P.O.Box 1701
8152,Exact Exhaust,,,,P.O.Box 201560,Botswana,+267 390 7756,,"Plot 22144, New Lobatse Rd",Gaborone West,
8153,G H T Engineering,,,,Gaborone,Botswana,+267 316 1983,,,,
8154,Kinsway,,,,Gaborone,Botswana,+267 391 3969,,,,
8155,Mascom Wireless,,,,Tutume,Botswana,+267 298 7169,,,,P.O.Box 298
8156,New Airconditioning,,,,Maun,Botswana,+267 686 1678,,,,P.O.Box 1208
8157,Shakawe Irrigation,,,,Shakawe,Botswana,+267 687 5080,,,,P.O.Box 98
8158,Tele Radio Communications (pty) Ltd - Trc,,,,Francistown,Botswana,+267 241 3273,,,,
8159,Telecomms Business Sales,,,,Gaborone,Botswana,+267 395 7454,,,,P.O.Box 700
8160,Botswana Telecommunication Corporation,,,,Tutume,Botswana,No Phone,,,,P.O.Box 200
8161,Wild Lifestyles,,,,Maun on river,Botswana,+27 (0) 833677609,,,,
8162,Brandz Unlimited,,,,Gaborone,Botswana,+267 370 0506,,,"Shop 51 Riverwalk, Village",P.O.Box 45331
8163,JB Sports Gaborone,,,,Gaborone,Botswana,+267 393 0054,,Plot 41 Unit5 Commerce Pk,,P.O.Box 21102
8164,Energym Health Studio,,,,Gaborone,Botswana,+267 3161501/2,,"Plot 5627, Lejara Rd",Broadhurst Ind Est,
8165,Math-oi Productions  (pty)ltd,,,,Mmathethe,Botswana,+267 76613410,,,,P O Box 3
8166,JB Sports,,Letlhakane Ind,,P.O.Box 2951,Botswana,+267 297 8459,,,Next to Furnmart,
8167,Fascinate Investments Pty Ltd T/a Vision Sports Shop,,Selebi-Phikwe,,P.O.Box 434,Botswana,+267 261 0417,,,Main Mall,
8168,Olympion Sports,,,,Gaborone,Botswana,+267 318 7072,,,Molapo Crossing Shopping Ctr,
8169,S S Sports (pty) Ltd,,,,P.O.Box 434,Botswana,+267 261 0417,,Plot 2654 The Mall,Selebi-Phikwe,
8170,Botswana Tennis Association,,,,Gaborone,Botswana,+267 397 3193,,"Plot 15479 Segoditshane Way, Next to Stadium.",,P.O.Box 1174
8171,Botswana National Olympic Committee,,,,Gaborone,Botswana,+267 391 8944,,,,
8172,C D Sports,,,,Gaborone,Botswana,+267 390 0800,,,Station next to Shoprite,P.O.Box 1055
8173,Hostel Supplies (pty) Ltd,,,,Gaborone,Botswana,+267 316 7333,,"Plot 20586, Western Bypass",,P.O.Box 40333
8174,Kinetics-main Mall,,,,Gaborone,Botswana,+267 391 5015,,"Plot 1116 Mebala Ctr, Main Mall",,P.O.Box 1660
8175,Ni Gangat Enterprises,,,,Palapye,Botswana,+267 492 1657,,,Madiba Ctr,P.O.Box 10325
8176,Supreme Council For Sport In Africa,,,,Gaborone,Botswana,+267 391 4960,,,"Kopano Hse 3rd Flr Near Station, Main Mall",P.O.Box 1404
8177,Thumbi Sports,,,,Gaborone,Botswana,+267 371 0035,,,,P.O.Box 502936
8178,Francistown Sports Shop,,,,Francistown,Botswana,+267 241 2513,,"Plot 271, Haskins St, Central",,P.O.Box 937
8179,Getto Sports Shop,,,,Francistown,Botswana,+267 241 6060,,Blue Jacket St Plot 865 next to Golden Grill,,P.O.Box 10851
8180,J B Sports,Main Rd,,,Kanye,Botswana,+267 544 0866,,Plot 48,,
8181,J B Sports Mochudi,,,,Mochudi,Botswana,+267 577 7201,,,,P.O.Box 2951
8182,J B Sports,,,,Jwaneng,Botswana,+267 588 2109,,,Main Mall,P.O.Box 21102
8183,Nadal Enterprises T/a J B Sports,,,,Gaborone,Botswana,+267 390 7959,,,Shop G19 Fairgrounds Mall,
8184,Shree Hari Enterprise,,,,Palapye,Botswana,+267 492 2860,,,Seromola Complex Old Mall,P.O.Box 11031
8185,Sports And Stationers,,,,Mahalapye,Botswana,+267 471 0913,,,Opposite Ellerines Main Mall,
8186,Sports World-gaborone,,Block 6 Pula Spar,,Gaborone West,Botswana,+267 393 5399,,,,
8187,Total Sports,,,,Gaborone,Botswana,+267 391 0903,,,Shop 94 Game City Mall,
8188,West Sport (pty) Ltd,Tsheko Tsheko Rd,,,Maun,Botswana,+267 686 0483,,,,P.O.Box 1290
8189,Bahari Sports Shop,,,,Gaborone,Botswana,+267 390 6161,,,Studio Broadhurst Kagiso Centre BBS Mall,P.O.Box 550454
8190,Bobonong Sports Shop,,,,Bobonong,Botswana,+267 261 9878,,,Mosweu Ward Main Mall,P.O.Box 78
8191,Doobo Fishing Fues And Tackle (pty) Ltd,,,,Serowe,Botswana,+267 463 4605,,,,P.O.Box 30852
8192,J B Sports-riverwalk,,,,Gaborone,Botswana,+267 370 0058,,,Shop 26 Riverwalk Mall,P.O.Box 21102
8193,Marula Soccer Centre,,,,Orapa,Botswana,+267 297 0500,,,Boteti Ward,P.O.Box 14
8194,Soviet Jeans,,,,Gaborone,Botswana,+267 397 4989,,Plot 13128,Broadhurst,
8195,Sports & Music Link,,,,Palapye,Botswana,+267 492 1875,,,,P.O.Box 47
8196,Sports Shop,,,,Bobonong,Botswana,+267 261 9878,,,Main Mall,P.O.Box 78
8197,Total Sports,,,,Gaborone,Botswana,+267 391 0902,,,,
8198,Graynative Holdings Pty Ltd,,,,Francistown,Botswana,+267 76413196,,,AERODROME,
8199,Geo Scape Consultants (Pty) Ltd,,,,Gaborone,Botswana,75739158,,Plot 43276,,
8200,Safelift (pty) Ltd,,,,Lobatse,Botswana,5301014,,PLOT 4679,THEMA 1,
8201,Wonder Rock Enterprises (Pty) Ltd,,,,Gaborone,Botswana,2673960850,,Plot 68317 Phakalane,,
8202,Cloudcourt Construction (Pty) Ltd,,,,Serowe,Botswana,+267 71432393,,,Morula ward,
8203,Structure Sense Botswana,,,,Gaborone,Botswana,26772940276,,,,P o box 46261
8204,Civil Aviation Authority Of Botswana,,,,Gaborone,Botswana,+267 368 8200,,Plot 61920 Letsema Office Park Fairgrounds,,P.O.Box 250
8205,Wanda Holdings,tesla crescent,,,Francistown,Botswana,27838944524,,,,
8206,Jay Bee Associates Pty Ltd,,,,Gaborone,Botswana,+267 395 7715,,,,P.O.Box 40204
8207,Multi-tech Consult (pty) Ltd,,,,Gaborone,Botswana,+267 317 0354,,1 Pelo Hse Plot 103 Unit 8 (G.I.C.P) Commerce Park,,P.O.Box 80891
8208,Brian Colquhoun Hugh O'donnell & Partners,,,,Gaborone,Botswana,+267 395 3571,,Plot 17950 1st Flr Bonus Bldg Haile Selassie Rd,,P.O.Box 474
8209,Intech Engineering (pty) Ltd,,,,Gaborone,Botswana,+267 318 7978,,Plot 37651 Bohelabatho Cres Blk 8,,
8210,M T & Associates,,Tlokweng,,Gaborone,Botswana,+267 395 3584,,Plot 692,,
8211,Roughton International,,,,Gaborone,Botswana,+267 318 0078,,,1st Floor Unit 20 Kgale Mews,P.O.Box 601945
8212,Xcel (pty) Ltd,,,,Gaborone,Botswana,+267 318 7978,,Plot 37651 Bohelabatho Cres Blk 8,,
8213,Etosha Engineering Services,,,,Gaborone,Botswana,+267 318 4432,,Plot 21057 Ext 10 Kabelo Way,,P.O.Box 1184
8214,Pardis Consulting Engineers,,,,Gaborone,Botswana,+267 391 5150,,"Plot 51571, Phakalane",,P.O.Box 404586
8215,Integrated Development Consultancy,,,,Gaborone,Botswana,+267 3912541,,,,
8216,Profile Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 3182435,,"Plot 20690, Broadhurst Ind",,P.O. Box: 403512
8217,All Sorts Engineering Construction,,,,Jwaneng,Botswana,+267 5882075,,,,
8218,Ipopeng Construction & Eng,,,,Francistown,Botswana,+267 2404532,,,,P.O. Box: 10065
8219,Ipopeng Construction & Engineering Co.,,,,Francistown,Botswana,+267 2403459,,,,P.O. Box: 10065
8220,R.D. Mould & Industry,,,,Gaborone,Botswana,267 370 4200,,Plot 54366 Western Commercial Rd,,
8221,"Chengdu Lift Machinery & Electrical Equipment Co., Ltd.",No.1169 Xiangyun Road,,,Wuhou District,Botswana,862862326636,,,,
8222,Otis Elevator,Pharatlhe Crescent,,,Gaberone,Botswana,(267) 390 02 12,,,,
8223,Dreymar Industrial,,,,Gaborone,Botswana,+267- 74434963,,Plot 73872 Morula Park,Phakalane,
8224,Gas-links Logistics (pty) Ltd,,,,Gaborone,Botswana,26774092377,,,South-East,
8225,Preffered One (PTY) LTD,,,,P.O.Box 47189 Gaborone,Botswana,71882717,,,,
8226,DHL,,,,Gaborone,Botswana,3166300,,Plot 20610 Mogochanyana Rd,Western Bypass Broadhurst Industrial,
8227,Pam Golding International Botswana,,,,Gaborone,Botswana,+267 391 1890,,"Plot 140 Unit 1 ( Ground Floor), Kgale Terrace",GIFP ( Opposite Game City),
8228,Moledi Logistics and Supply,,,,Gaborone,Botswana,26777630685,,,,P.O.BOX 3321
8229,Botswana Postal Services- Botswana Post Tracking,,,,Francistown,Botswana,+267 241 2371,,,Opp Barclays Bank CBD,P.O.Box 2022
8230,Cloud Software Botswana (Pty) Ltd,,,,Gaborone,Botswana,71702525,,"Unit 7, Plot 115",Kgale Mews,
8231,Phakalane Properties,,,,Gaborone,Botswana,+267 350 0231,,"Plot 54971 Golf Estate, Phakalane",,P.O.Box 132
8232,Cost (pty) Ltd T/a Properties And Homes,,,,P.O.Box 220,Botswana,+267 395 2907,,Plot 762 Botswana Rd Main Mall,,
8233,Roscoe Bonna Valuers,,,,Gaborone,Botswana,+267 390 5099,,,Unit 3 Hemamo Centre,
8234,Roscoe Bonna Valuers,,,,Francistown,Botswana,+267 241 2435,,,Suite 206 Blue Jacket Square,P.O.Box 3008
8235,Elliott Forwarding (pty) Ltd,,,,P.O.Box 2044,Botswana,+267 391 2531,,Plot 22098,Gaborone West,
8236,Knight Frank,,,,Maun,Botswana,+267 686 0314,,,Engen Ctr,
8237,Manica Botswana (pty) Ltd,,,,Kasane,Botswana,+267 625 1171,,,,
8238,Premier Properties (pty) Ltd,,,,Gaborone,Botswana,+267 371 0001,,Plot 54483 Molapo Crossing Western Bypass Office 40C,,P.O.Box 1553
8239,Tukile Properties,,,,Gaborone,Botswana,+267 395 3686,,Plot 5648 Nakedi Rd Craft Market Unit 10,Broadhurst Ind,
8240,Clakho Import & Export (pty) Ltd,,,,P.O.Box 47189,Botswana,+267 350 0299,,Plot 22056/7 Gaborone West Industrial,,
8241,Comfortable Homes,,,,Francistown,Botswana,+267 241 4520,,Plot 15053 CBD EXT Near Nzano Behind Tebeloplele,,P.O.Box 1585
8242,Lobatse Estates,,,,Lobatse,Botswana,+267 533 0519,,,,Private Bag 24
8243,Beryl & Beryl (pty) Ltd,,,,Gaborone,Botswana,+267 391 4804,,Plot 22072/3 Unit 9 Technology Park,,P.O.Box 3101
8244,B M R Freight Services,,,,Gaborone,Botswana,+267 316 5301,,Plot 6405 Thito Hse Nakedi Rd Broadhurst Industrial.,,P.O.Box 60323
8245,Chun Bao Import & Export,,,,Gaborone,Botswana,+267 397 5725,,"Plot 8778, Lejara Rd, Broadhurst Ind Est",,P.O.Box 602144
8246,Dexter Import & Export (pty) Ltd,,,,Gaborone,Botswana,+267 391 6261,,Plot 181 Queens Rd Main Mall,,P.O.Box 501089
8247,Imperilog Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 318 6556,,Plot 173 Unit2 Commerce Pk,,P.O.Box 10077
8248,Interafrika Courier Services,,,,P.O.Box 80078,Botswana,+267 350 0201,,Plot 14456 Unit 2 Kamushongo Rd Gaborone West,,
8249,Minestone Freight Services,"Block 3 Mokolane Rd Broadhurst Industrial, Broadhurst Ind Est",,,Gaborone,Botswana,+267 390 8333,,,,P.O.Box 41787
8250,Nata Clearing & Forwarding,,,,P.O.Box 48,Botswana,+267 261 5034,,"Plot 8841, Industrial Sites",Selebi-Phikwe,
8251,Orchid Properties (pty) Ltd,,,,Gaborone,Botswana,+267 390 4940,,"Plot 6412, Noko Rd",,P.O.Box 41160
8252,Pyramid Galore Pty Ltd,,,,P.O.Box 2985,Botswana,+267 318 0212,,Plot 17970,Gaborone West Ind,
8253,Total Trading,,,,Gaborone,Botswana,+267 397 4359,,"Plot 10212, Broadhurst",,P.O.Box 202249
8254,World Trading Centre,,,,Kanye,Botswana,+267 540 3427,,,Kebuang Ward next to Motor World,P.O.Box 126
8255,Aftec Estates,,Selebi-Phikwe,,P.O.Box 576,Botswana,+267 261 3372,,,Opp Barclays Bank,
8256,At Your Service,,,,Francistown,Botswana,+267 241 7929,,,,P.O.Box 27
8257,Diber International,,,,Gaborone,Botswana,+267 318 0054,,,,P.O.Box 70373
8258,Electoral Commissions Forum Of Sadc Countries,,,,Gaborone,Botswana,+267 318 0012,,,Blk 8 7th Flr Government Enclave,
8259,Estamok Freight (pty) Ltd,,,,Gaborone,Botswana,+267 392 3085,,,,
8260,Hoya (pty) Ltd,,,,P.O.Box 2227,Botswana,+267 395 7281,,"Plot 14453 Unit1, Kamushongo Rd",Gaborone West I/Est,
8261,Kamanga And Associates,,,,Maun,Botswana,+267 686 2241,,,Above Lewis Furnishers Old Mall,P.O.Box 20950
8262,Kwena Properties Services,,,,Francistown,Botswana,+267 241 4537,,,Barclays Plaza Level 6 Unit 61B,
8263,L P S Trading (pty) Ltd (warehouse),,,,P.O.Box 501103,Botswana,+267 392 4046,,"Plot 8911/13904, Unit 16/17 Bus Rank",Gaborone West,
8264,Maersk South Africa (pty) Ltd,,,,Gaborone West,Botswana,+267 316 3917,,,Opposite Supplies,
8265,Morris Procurement,,,,Gaborone,Botswana,+267 395 9368,,Plot 21337,Phakalane,
8266,Moshupa Trading Store,,,,Moshupa,Botswana,+267 544 9221,,,Marang Ward,P.O.Box 52
8267,Pam-property And Asset Management Limited,,,,Gaborone,Botswana,+267 391 4548,,"Plot 5624, Lejara Rd, Broadhurst Ind Est",,P.O.Box 1415
8268,P T Agencies (pty) Ltd,,,,Gaborone,Botswana,+267 390 6505,,,"4317 Pharamba Business Park Unit 5, Phakalane",P.O.Box 20293
8269,Pulaesteam,,Mogoditshane,,Gaborone,Botswana,+267 390 7523,,Plot 1334,,
8270,Roscoe Bonna Valuers,,,,Maun,Botswana,+267 680 1129,,,Next to Stanbic Bank New Mall,
8271,Samco (pty) Ltd,,,,P.O.Box 20864,Botswana,+267 390 2688,,Plot 14433,Gaborone West,
8272,Solitaire Estate Agent (pty) Ltd,,,,Gaborone,Botswana,+267 397 1969,,Plot 115 Grnd Flr Unit 7 Kgale Mews,,P.O.Box 2185
8273,Standard Graphics,,,,Francistown,Botswana,+267 241 2040,,"Plot 1547 next to Diesel-Electric, Light Ind Sites",,P.O.Box 632
8274,Tsarara (pty) Ltd T/a Mod B Agencies,,,,Gaborone,Botswana,+267 316 2348,,Plot 53/71 Unit A1 Commerce Park,,P.O.Box 625
8275,Wayne Industrial (pty) Ltd,,,,Gaborone,Botswana,+267 390 2505,,"Plot 1245, Haile Selassie Rd, Madirelo Ext 6",,P.O.Box 301617
8276,Willy Kathurima Associates (pty) Ltd,,,,Gaborone,Botswana,+267 316 2895,,"Plot 61687, Broadhurst",,P.O.Box 58
8277,Zebra Shipping (pty) Ltd,,,,Gaborone,Botswana,+267 392 3327,,Plot 22038 Unit No 2 BDC Shed,,P.O.Box 502373
8278,Balifax Investment,,,,Francistown,Botswana,+267 241 7736,,"Plot 16138 Suite4, Blue Jacket St, Central",,P.O.Box 202571
8279,Chobe Property,,,,Kasane,Botswana,+267 625 1595,,Mall Plot 209,,
8280,Madatha Outfitters,,,,Francistown,Botswana,+267 241 6979,,,,P.O.Box 10101
8281,Yus Shuchun (pty) Ltd,,,,Francistown,Botswana,+267 241 7952,,"Plot 20586, Haskins St",Central,
8282,Advance Freight Service (pty) Ltd,,,,Gaborone,Botswana,+267 390 8236,,"Plot 20731, Pharathe Cres, Broadhurst Ind Est",,P.O.Box 402839
8283,News Company (botswana) (pty) Ltd,,,,Gaborone,Botswana,+267 397 2283,,,,P.O.Box 1605
8284,Dolphine Freight Services,Takatokwane Way,,,Gaborone,Botswana,+267 350 0975,,,,P.O.Box 1333
8285,Estate Agent,,,,Gaborone,Botswana,+267 397 2378,,,,P.O.Box 80717
8286,Nkhwamisang Property Management Consultant & Estate Agent,,,,Gaborone,Botswana,+267 318 1960,,,,
8287,Nkhumisang Property Management Consultants,,,,Gaborone,Botswana,+267 390 0179,,"Plot 1107, Main Mall",,P.O.Box 30003
8288,One Storey Consultancy,,,,Francistown,Botswana,+267 241 3441,,,"Above Triples, Monarch",P.O.Box 20326
8289,Thase Transport,Old Lobatse Rd,,,Gaborone,Botswana,+267 395 2192,,,,P.O.Box 602290
8290,A & A Import & Export,"Blue Jacket St, CBD Ext",,,Francistown,Botswana,+267 241 6353,,,,P.O.Box 1990
8291,Abcon,,,,Gaborone,Botswana,+267 393 3819,,,Mmamashia Site Camp.,P.O.Box 1301
8292,A B M University,,,,Francistown,Botswana,+267 241 0705,,Plot 32397 Gold Valley Mall,,
8293,African Properties (pty) Ltd,,,,Gaborone,Botswana,+267 316 5193,,"Plot 5652, Legolo Rd, Broadhurst Ind Est",,P.O.Box 402238
8294,Appleby's,,,,Gaborone,Botswana,+267 395 6383,,Plot 4921 The Village,,
8295,Arthur Export Import,,,,Gaborone,Botswana,+267 393 8289,,Plot 20765/2 Monamori Rd B/Hurst Ind Site G/West,,P.O.Box 601863
8296,B N L Import & Export,,,,Gaborone,Botswana,+267 318 2677,,C4 Plot 20604 Block 3,,P.O.Box 403065
8297,Bridge Shipping (pty) Ltd,,,,Gaborone,Botswana,+267 395 1532,,,,
8298,Cargo Specialists (pty) Ltd,,,,Gaborone,Botswana,+267 391 4421,,"Plot 260, Tlokweng",,P.O.Box 41443
8299,China Western River (pty) Ltd,,,,Gaborone,Botswana,+267 395 2633,,Plot 3187 Ext12,,P.O.Box 2826
8300,City Connection (pty) Ltd,,,,Francistown,Botswana,+267 241 8278,,,Above BBS opposite Thupqma CBD,P.O.Box 1225
8301,Concorde Freight (pty) Ltd,,,,Gaborone,Botswana,+267 390 7037,,,,
8302,D And O Inc (pty) Ltd,,,,Gaborone,Botswana,+267 391 4249,,Unit 2 Plot 101 GICP,,
8303,Diarora Estate Agent,,,,Gaborone,Botswana,+267 390 5388,,"Plot 1012, African Mall",,P.O.Box 501456
8304,Dunsukh And Partners,,,,Francistown,Botswana,+267 241 5665,,Plot 854 Haskins St CBD,,P.O.Box 776
8305,Engelbrecht K And Sons,,,,Lobatse,Botswana,+267 533 0552,,Plot 315 Main Mall,,P.O.Box 34
8306,Exports Com,,,,Francistown,Botswana,+267 244 0474,,,,
8307,Export Groupage Services,,,,Gaborone,Botswana,+267 316 4226,,,,
8308,G And T (pty) Ltd,,,,Gaborone,Botswana,+267 392 2854,,Plot 53 /71 Commerce Pk,,P.O.Box 40546
8309,Global Export & Import,,,,Maun,Botswana,+267 686 4565,,,"Behind Chopies, Industrial Sites",P.O.Box 20895
8310,House Planning,,,,Gaborone,Botswana,+267 391 1650,,,Main Mall Kollenberg Centre,
8311,Indian Ocean Botswana,Old Gaborone Rd,,,Francistown,Botswana,+267 241 3416,,,,
8312,Indo Atlantic (botswana),,,,Francistown,Botswana,+267 241 3774,,,,P.O.Box 925
8313,Jeff's Enterprises (pty) Ltd T/a Premier Logistics,,,,Gaborone,Botswana,+267 393 8874,,,,P.O.Box 50821
8314,Khan's Brothers Organization T/a Khan's Cash & Carry,,,,Molepolole,Botswana,+267 592 1244,,,Khan's Bldg Lot 406 Main Rd,P.O.Box 888
8315,Kilit Fire (botswana) (pty) Ltd,,,,Gaborone,Botswana,+267 390 4145,,"Plot 6391, Lejara Rd, Broadhurst Ind Est",,P.O.Box 402036
8316,Koly Import And Export,,,,Gaborone,Botswana,+267 395 1788,,"Plot 892, Kaunda Rd, Bontleng Ext 8",,P.O.Box 321
8317,Lotmark International Group (pty) Ltd,,,,Gaborone,Botswana,+267 391 4045,,Plot 810 Ext 2 Cnr Pabalelo & Moeng Way-Off Independence Ave,,P.O.Box 201912
8318,Manica Botswana (pty) Ltd,,,,Ramokgwebana,Botswana,+267 248 9480,,,,
8319,Manica Botswana,,,,Kazungula,Botswana,+267 652 1171,,,Kazungula Boarder Gate,
8320,Manica Freight Services,,,,Kasane,Botswana,+267 625 0070,,,,P.O.Box 226
8321,Motowane Monageng Valuers,Old Lobatse Rd,,,Gaborone,Botswana,+267 390 7713,,,,P.O.Box 2616
8322,Phoenix Shipping (pty) Ltd,,,,Gaborone West,Botswana,+267 392 2222,,Unit 6 Plot 22039 Takatokwane Rd,,
8323,Properties Maun,,,,Maun,Botswana,+267 686 3472,,,Old Bridge,P.O.Box 250
8324,Procurement Services (pty) Ltd,,,,Ramotswa,Botswana,+267 539 1820,,Plot 121 Unit2,,
8325,Public Procurement & Asset Disposal Board,,,,Plot 8913 Maakgadigau Rd Gaborone West Industrial Site,Botswana,+267 360 2000,,,,
8326,Riverfront Properties,,,,Maun,Botswana,+267 686 0937,,,"hazelw@info.bw, Sedie Ward",P.O.Box 246
8327,Rohlig Botswana (pty) Ltd,,,,P.O.Box 1973,Botswana,+267 395 3505,,Plot 22049,Gaborone West Ind,
8328,Sam Associates (pty) Ltd,,,,Gaborone,Botswana,+267 390 7255,,,,
8329,Sanafi Freight (pty) Ltd,,,,Gaborone,Botswana,+267 318 8574,,,,
8330,Screen Print,,,,Gaborone,Botswana,+267 391 4788,,,,P.O.Box 130
8331,Singapore Enterprises (pty) Ltd,,,,Serowe,Botswana,+267 463 1684,,,The Mall,P.O.Box 1441
8332,Spot Clean (pty) Ltd,,,,P.O.Box 50026,Botswana,+267 392 4557,,Plot 17972 Image Ctr,Gaborone West,
8333,Stone Wall (pty) Ltd,,,,Gaborone,Botswana,+267 395 6227,,"Plot 8885, African Mall",,P.O.Box 46015
8334,Thups Estate Agents,,,,Gaborone,Botswana,+267 395 2404,,Plot 801 Independence Ave near Kodak,,P.O.Box 201349
8335,Thuthem Enterprises Pty Ltd,,,,Gaborone,Botswana,+267 392 5080,,"Plot 96, Tlokweng Ind Area",,P.O.Box 10119
8336,Trioptimum Logistics,,,,Gaborone West,Botswana,+267 310 5743,,Plot 22072 Unit 20 & 21 Technology Park Mahuditlake Rd,,
8337,Trimex Agencies (pty) Ltd,,,,P.O.Box 502829,Botswana,+267 395 9629,,Plot 22039 Unit8,Gaborone West Ind,
8338,Tswana Property Brokers (pty) Ltd,,,,Francistown,Botswana,+267 241 2614,,"Plot 5045, Somerset East Ext",,P.O.Box 998
8339,Vicorhem Construction,,,,Francistown,Botswana,+267 241 0469,,"Plot 452 /5, The Mall",,P.O.Box 10102
8340,Alpha Real Estate,,,,Gumare,Botswana,+267 687 4066,,,,P.O.Box 0040
8341,Ashantie Properties,,,,Kanye,Botswana,+267 540 3330,,,,P.O.Box 10323
8342,Ben Estate,,,,Jwaneng,Botswana,+267 588 7566,,,,P.O.Box 865
8343,Dimawe Property Holdings (pty) Ltd,,,,Gaborone,Botswana,+267 395 2159,,,,
8344,Heena Exports And Imports,,,,Lobatse,Botswana,+267 533 4625,,,,P.O.Box 198
8345,Hong Wei Import & Export,,,,Gaborone,Botswana,+267 530 6174,,,,P.O.Box 201885
8346,Hong Wei Import & Export (pty),,,,Kanye,Botswana,+267 548 0598,,,,P.O.Box 10945
8347,Inter-continental Products,Nakedi Rd,,,Gaborone,Botswana,+267 391 2604,,,,P.O.Box 1771
8348,K A Properties (pty) Ltd T/a Sefitlholo Bakery,,,,Palapye,Botswana,+267 492 2718,,,,P.O.Box 11006
8349,Kgwebo Import & Export Co (pty) Ltd,,,,Gaborone,Botswana,+267 317 0226,,,,
8350,Leo Properties (pty) Ltd,,,,Gaborone,Botswana,+267 392 7788,,,,P.O.Box 1153
